Unnamed: 0,Marital Status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,Admission Grade Category,Previous Qualification Category,1st_sem_grade_cat,2nd_sem_grade_cat
3529,Single,1,1,9500,1,1,118.0,Portuguese,12,1,4,10,115.7,0,,0,1,Male,No Scholarship,20,0,0,7,9,5,12.7,0,0,8,9,7,13.475,0,13.9,-0.3,0.79,Enrolled,Middle,Middle,Medium,Medium
3530,Single,1,3,9670,1,1,106.0,Portuguese,3,1,2,3,105.7,1,,0,1,Male,No Scholarship,19,0,0,6,6,6,13.33333333,0,0,6,9,5,13.8,0,8.9,1.4,3.51,Graduate,Middle,Middle,Medium,Medium
3531,Single,42,1,9003,1,39,120.0,Portuguese,3,1,2,6,128.2,1,,0,1,Male,No Scholarship,24,0,4,9,13,8,13.33333333,0,5,10,12,9,13.11111111,0,16.2,0.3,-0.92,Enrolled,High,Middle,Medium,Medium
3532,Single,1,1,9147,1,1,151.0,Portuguese,1,38,4,7,137.0,1,,0,1,Male,No Scholarship,18,0,0,5,5,5,13.4,0,0,5,5,5,15.0,0,8.9,1.4,3.51,Graduate,High,High,Medium,Medium
3533,Married,39,1,9254,1,19,133.1,Portuguese,34,34,0,0,120.0,0,,1,0,Male,No Scholarship,45,0,0,6,12,0,0.0,0,0,6,12,0,0.0,0,9.4,-0.8,-3.12,Dropout,Middle,High,Low,Low
3534,Single,39,1,9991,0,1,120.0,Portuguese,34,34,0,0,120.5,1,,0,1,Male,No Scholarship,30,0,0,5,5,2,11.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,Middle,Middle,Medium,Low
3535,Single,51,1,9991,0,39,120.0,Portuguese,1,4,4,10,118.1,0,,0,1,Male,No Scholarship,28,0,13,15,17,13,12.0,0,9,13,13,9,11.33333333,0,8.9,1.4,3.51,Dropout,Middle,Middle,Medium,Medium
3536,Single,39,1,9991,0,1,110.0,Portuguese,37,37,9,9,139.0,0,,0,1,Male,No Scholarship,40,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout,High,Middle,Low,Low
3537,Single,39,2,9147,1,19,133.1,Portuguese,38,19,4,10,116.3,0,,0,0,Male,No Scholarship,32,0,0,5,5,0,0.0,0,0,5,9,0,0.0,0,10.8,1.4,1.74,Dropout,Middle,High,Low,Low
3538,Single,17,5,9254,1,1,118.0,Portuguese,19,37,5,5,120.5,1,,0,1,Male,No Scholarship,19,0,0,6,12,4,12.5,0,0,6,12,4,10.25,0,7.6,2.6,0.32,Dropout,Middle,Middle,Medium,Medium
3539,Single,1,1,9070,1,1,139.0,Portuguese,1,19,3,9,134.9,1,,0,1,Male,No Scholarship,20,0,0,6,7,6,13.66666667,0,0,6,7,6,12.16666667,1,16.2,0.3,-0.92,Graduate,High,High,Medium,Medium
3540,Single,17,1,9119,1,1,130.0,Portuguese,1,3,4,2,123.0,0,,0,1,Male,No Scholarship,18,0,0,5,10,1,10.0,0,0,5,7,0,0.0,0,9.4,-0.8,-3.12,Dropout,Middle,High,Low,Low
3541,Single,17,1,9670,1,1,132.0,Portuguese,38,37,9,9,122.9,0,,0,0,Male,No Scholarship,20,0,0,6,6,6,11.5,0,0,6,9,2,13.0,0,10.8,1.4,1.74,Dropout,Middle,High,Medium,Medium
3542,Single,39,1,9991,0,1,100.0,Portuguese,37,38,9,4,140.0,0,,0,1,Male,No Scholarship,39,0,0,5,7,4,12.25,0,0,5,7,4,12.75,0,15.5,2.8,-4.06,Enrolled,High,Middle,Medium,Medium
3543,Single,17,1,9085,1,1,120.0,Portuguese,19,38,4,8,122.5,0,,0,0,Male,No Scholarship,19,0,0,6,11,5,13.6,0,0,6,11,5,13.66666667,0,11.1,0.6,2.02,Enrolled,Middle,Middle,Medium,Medium
3544,Single,39,1,9991,0,12,133.1,Portuguese,37,37,9,9,121.5,0,,0,1,Male,No Scholarship,38,0,0,5,11,2,10.5,0,0,5,9,3,11.33333333,1,7.6,2.6,0.32,Enrolled,Middle,High,Medium,Medium
3545,Single,17,3,9500,1,1,156.0,Portuguese,19,37,4,9,132.3,1,,0,1,Male,Scholarship,18,0,0,7,7,6,13.26666667,0,0,7,7,6,13.26666667,0,7.6,2.6,0.32,Graduate,High,High,Medium,Medium
3546,Single,17,4,9500,1,1,143.0,Portuguese,19,38,9,6,131.5,1,,0,1,Male,Scholarship,18,0,0,7,8,7,12.5125,0,0,8,8,8,14.1875,0,13.9,-0.3,0.79,Graduate,High,High,Medium,Medium
3547,Married,43,1,9130,1,9,133.1,Portuguese,34,34,0,0,128.2,0,,0,1,Male,No Scholarship,28,0,0,5,9,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,High,High,Low,Low
3548,Single,39,1,9670,1,1,140.0,Portuguese,37,37,9,9,148.0,1,,0,0,Male,No Scholarship,31,0,0,6,14,0,0.0,0,0,6,6,0,0.0,0,12.7,3.7,-1.7,Dropout,High,High,Low,Low
3549,Single,1,1,9500,1,1,127.0,Portuguese,2,19,3,9,121.5,0,,0,1,Male,No Scholarship,23,0,0,7,7,6,13.48333333,0,0,7,7,6,13.48333333,0,7.6,2.6,0.32,Graduate,Middle,High,Medium,Medium
3550,Single,1,1,9500,1,1,135.0,Portuguese,38,19,194,193,135.4,1,,0,1,Male,No Scholarship,21,0,0,7,9,6,12.565,0,0,8,12,5,12.16,0,11.1,0.6,2.02,Enrolled,High,High,Medium,Medium
3551,Single,39,1,9238,1,19,133.1,Portuguese,37,37,9,9,139.0,0,,1,0,Male,No Scholarship,33,0,0,6,8,0,0.0,0,0,5,6,0,0.0,0,16.2,0.3,-0.92,Dropout,High,High,Low,Low
3552,Single,43,1,9147,1,1,120.0,Portuguese,37,37,5,3,113.4,0,,0,1,Male,No Scholarship,22,0,0,5,9,3,13.0,0,0,5,9,3,11.66666667,0,12.7,3.7,-1.7,Dropout,Middle,Middle,Medium,Medium
3553,Single,44,1,9119,1,39,150.0,Portuguese,19,37,9,9,150.0,1,,1,1,Male,No Scholarship,20,0,0,5,6,5,16.5,0,0,5,7,5,17.71428571,0,12.4,0.5,1.79,Dropout,High,High,High,High
3554,Single,17,1,9670,1,1,123.0,Portuguese,37,38,3,3,122.0,0,,1,1,Male,No Scholarship,19,0,0,6,7,6,13.16666667,0,0,6,9,5,13.2,0,8.9,1.4,3.51,Enrolled,Middle,Middle,Medium,Medium
3555,Single,44,1,9085,1,39,150.0,Portuguese,38,38,4,1,150.0,1,,0,1,Male,No Scholarship,20,0,1,6,11,6,13.8,0,1,6,7,6,13.14285714,0,16.2,0.3,-0.92,Graduate,High,High,Medium,Medium
3556,Single,39,1,9254,1,12,133.1,Portuguese,37,37,5,7,119.3,1,,0,1,Male,No Scholarship,25,0,0,6,7,6,11.16666667,0,0,6,11,4,11.8,0,9.4,-0.8,-3.12,Enrolled,Middle,High,Medium,Medium
3557,Single,39,1,9003,1,1,130.0,Portuguese,1,1,9,4,140.0,0,,0,0,Male,No Scholarship,25,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,13.9,-0.3,0.79,Dropout,High,High,Low,Low
3558,Single,1,4,9070,1,1,140.0,Portuguese,4,19,2,10,125.0,1,,0,1,Male,No Scholarship,19,0,0,6,7,6,12.66666667,0,0,6,8,6,12.14285714,0,9.4,-0.8,-3.12,Enrolled,Middle,High,Medium,Medium
3559,Single,1,1,9670,1,1,141.0,Portuguese,2,1,2,4,140.7,1,,0,1,Male,No Scholarship,20,0,0,5,5,5,12.6,0,0,5,6,4,14.5,1,7.6,2.6,0.32,Graduate,High,High,Medium,Medium
3560,Married,39,1,9500,1,19,133.1,Portuguese,19,19,4,4,100.0,0,,0,1,Male,No Scholarship,33,0,0,7,7,5,13.06,0,0,7,9,0,0.0,0,16.2,0.3,-0.92,Enrolled,Middle,High,Medium,Low
3561,Single,17,5,9773,1,1,146.0,Portuguese,1,37,5,5,146.7,1,,0,1,Male,No Scholarship,19,0,0,6,7,6,13.83333333,0,0,6,8,6,13.625,0,7.6,2.6,0.32,Graduate,High,High,Medium,Medium
3562,Single,39,1,9130,1,19,133.1,Portuguese,34,34,99,99,96.0,0,,0,1,Male,No Scholarship,31,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,Dropout,Middle,High,Low,Low
3563,Single,44,1,9119,1,39,160.0,Portuguese,3,38,2,3,160.0,0,,1,0,Male,No Scholarship,24,0,2,6,6,2,16.0,0,2,7,7,2,16.0,0,8.9,1.4,3.51,Dropout,High,High,High,High
3564,Single,44,1,9119,1,39,130.0,Portuguese,19,3,3,4,130.0,0,,1,0,Male,No Scholarship,23,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout,High,High,Low,Low
3565,Married,39,1,9991,0,1,160.0,Portuguese,1,3,1,2,130.0,0,,0,0,Male,Scholarship,26,0,0,5,12,3,10.66666667,0,0,5,11,3,10.66666667,0,9.4,-0.8,-3.12,Dropout,High,High,Medium,Medium
3566,Married,43,1,9070,1,2,140.0,Portuguese,37,37,6,6,140.0,1,,0,1,Male,No Scholarship,38,0,14,18,18,18,14.5,0,13,18,18,18,14.5,0,16.2,0.3,-0.92,Graduate,High,High,Medium,Medium
3567,Single,1,6,9119,1,1,126.0,Portuguese,19,19,7,3,116.6,1,,0,1,Male,Scholarship,20,0,0,5,6,5,14.0,0,0,5,7,5,13.8,0,8.9,1.4,3.51,Graduate,Middle,High,Medium,Medium
3568,Single,17,5,9119,1,1,118.0,Portuguese,1,19,9,9,120.5,1,,0,1,Male,No Scholarship,20,0,0,5,10,3,13.33333333,0,0,5,11,5,13.57142857,0,12.4,0.5,1.79,Graduate,Middle,Middle,Medium,Medium
3569,Single,39,1,9085,1,19,133.1,Portuguese,3,1,2,5,103.0,0,,0,1,Male,No Scholarship,25,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,Middle,High,Low,Low
3570,Single,17,2,9070,1,1,121.0,Portuguese,1,19,144,144,111.9,1,,0,1,Male,No Scholarship,19,0,0,6,9,5,12.0,0,0,6,10,4,11.2,0,8.9,1.4,3.51,Graduate,Middle,Middle,Medium,Medium
3571,Single,17,1,9119,1,1,148.0,Portuguese,1,38,4,5,148.7,0,,0,1,Male,No Scholarship,18,0,0,5,6,5,16.2,0,0,5,8,5,16.0,0,8.9,1.4,3.51,Graduate,High,High,High,High
3572,Single,43,1,9991,0,12,133.1,Portuguese,12,12,9,9,120.0,0,,0,1,Male,No Scholarship,28,0,7,13,13,7,10.28571429,0,5,11,13,5,10.6,0,10.8,1.4,1.74,Dropout,Middle,High,Medium,Medium
3573,Single,1,2,9119,1,1,140.0,Portuguese,19,19,9,9,125.7,1,,0,1,Male,No Scholarship,18,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Enrolled,High,High,Low,Low
3574,Single,1,1,9254,1,1,132.0,Portuguese,1,38,9,9,120.1,1,,0,1,Male,Scholarship,20,0,0,6,7,6,13.57142857,0,0,6,8,6,13.16666667,0,8.9,1.4,3.51,Graduate,Middle,High,Medium,Medium
3575,Single,1,1,9130,1,1,140.0,Portuguese,4,3,3,3,127.8,0,,0,1,Male,No Scholarship,18,0,0,6,7,6,14.28571429,0,0,6,9,6,14.85714286,0,11.1,0.6,2.02,Graduate,High,High,Medium,Medium
3576,Single,17,3,9147,1,1,112.0,Portuguese,1,1,3,3,106.4,1,,0,1,Male,No Scholarship,19,0,0,5,7,5,10.2,0,0,5,6,4,10.5,0,12.4,0.5,1.79,Graduate,Middle,Middle,Medium,Medium
3577,Single,42,1,9500,1,1,100.0,Portuguese,19,19,9,9,100.0,0,,1,1,Male,No Scholarship,24,0,0,8,16,2,10.25,1,0,8,16,2,10.25,1,12.7,3.7,-1.7,Dropout,Middle,Middle,Medium,Medium
3578,Single,17,4,9085,1,1,126.0,Portuguese,1,3,5,5,123.9,1,,0,1,Male,No Scholarship,21,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,Middle,High,Low,Low
3579,Single,1,1,9670,1,1,150.0,Portuguese,3,37,4,7,139.5,0,,0,1,Male,Scholarship,20,0,0,6,7,6,14.83333333,0,0,6,6,6,14.83333333,0,12.7,3.7,-1.7,Graduate,High,High,Medium,Medium
3580,Single,44,1,9003,1,39,150.0,Portuguese,19,1,9,8,150.0,1,,0,1,Male,No Scholarship,21,0,0,6,12,5,13.625,0,0,6,6,5,12.6,0,13.9,-0.3,0.79,Graduate,High,High,Medium,Medium
3581,Married,1,1,9556,1,1,144.0,Portuguese,19,19,193,144,139.8,0,,1,1,Male,No Scholarship,24,0,0,7,7,7,12.27142857,0,0,8,10,7,13.65714286,0,10.8,1.4,1.74,Graduate,High,High,Medium,Medium
3582,Single,39,1,9991,0,1,133.1,Portuguese,38,37,9,9,154.4,0,,0,1,Male,No Scholarship,27,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,10.8,1.4,1.74,Dropout,High,High,Low,Low
3583,Single,17,6,9147,1,1,120.0,Portuguese,37,38,9,9,115.5,1,,1,0,Male,No Scholarship,19,0,0,5,8,4,12.5,0,0,5,9,5,10.5,0,8.9,1.4,3.51,Enrolled,Middle,Middle,Medium,Medium
3584,Single,39,1,8014,0,1,133.1,Portuguese,3,19,4,7,119.0,0,,0,1,Male,No Scholarship,39,0,3,9,10,9,13.22222222,0,2,7,8,7,13.14285714,0,8.9,1.4,3.51,Graduate,Middle,High,Medium,Medium
3585,Single,39,1,33,1,1,133.1,Portuguese,19,37,9,9,96.1,0,,0,1,Male,No Scholarship,25,0,0,7,13,2,15.0,0,0,7,12,2,11.5,0,12.4,0.5,1.79,Dropout,Middle,High,Medium,Medium
3586,Single,7,1,171,1,3,130.0,Portuguese,1,2,9,2,130.0,0,,0,0,Male,No Scholarship,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,High,High,Low,Low
3587,Single,43,1,9070,1,1,133.0,Portuguese,1,2,9,2,128.8,0,,0,1,Male,No Scholarship,19,0,6,12,12,12,13.16666667,0,6,12,12,12,13.0,0,10.8,1.4,1.74,Graduate,High,High,Medium,Medium
3588,Single,18,1,9773,1,1,124.0,Portuguese,38,37,9,8,126.8,0,,0,1,Male,Scholarship,21,0,0,6,8,5,13.83333333,0,0,6,6,4,14.0,0,13.9,-0.3,0.79,Graduate,High,Middle,Medium,Medium
3589,Single,7,1,9991,0,40,130.0,Portuguese,1,3,4,2,130.0,0,,0,1,Male,No Scholarship,27,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout,High,High,Low,Low
3590,Single,1,3,9147,1,1,124.0,Portuguese,1,1,5,3,116.7,1,,0,1,Male,No Scholarship,19,0,0,5,6,0,0.0,0,0,5,6,0,0.0,0,7.6,2.6,0.32,Enrolled,Middle,Middle,Low,Low
3591,Single,17,3,9500,1,1,132.0,Portuguese,3,1,2,7,125.5,1,,0,1,Male,No Scholarship,18,0,0,8,8,7,13.15428571,0,0,8,8,7,13.15428571,0,10.8,1.4,1.74,Enrolled,High,High,Medium,Medium
3592,Single,7,1,9670,1,3,110.0,Portuguese,27,37,3,3,110.0,1,,0,1,Male,No Scholarship,27,0,7,12,12,9,12.33333333,0,6,11,11,6,13.16666667,0,9.4,-0.8,-3.12,Dropout,Middle,Middle,Medium,Medium
3593,Single,1,3,9773,1,1,127.0,Portuguese,19,38,8,3,133.7,1,,1,1,Male,No Scholarship,18,0,0,6,6,6,13.0,0,0,6,7,5,11.8,0,12.7,3.7,-1.7,Dropout,High,High,Medium,Medium
3594,Single,1,1,9130,1,1,130.0,Portuguese,2,3,9,1,117.6,0,,0,1,Male,No Scholarship,19,0,0,5,14,2,11.5,2,0,5,8,5,11.4,3,9.4,-0.8,-3.12,Enrolled,Middle,High,Medium,Medium
3595,Single,44,1,9003,1,39,140.0,Portuguese,19,38,9,10,140.0,0,,0,1,Male,No Scholarship,19,0,0,6,15,3,13.25,0,0,6,9,1,12.0,0,13.9,-0.3,0.79,Dropout,High,High,Medium,Medium
3596,Single,44,1,9003,1,39,150.0,Portuguese,19,1,1,1,150.0,0,,0,1,Male,No Scholarship,22,0,0,6,12,3,13.33333333,0,0,6,12,3,12.75,0,15.5,2.8,-4.06,Enrolled,High,High,Medium,Medium
3597,Single,16,2,9238,1,1,133.0,Portuguese,19,38,4,5,133.7,1,,0,1,Female,No Scholarship,18,0,0,6,6,6,13.5,0,0,6,6,6,12.16666667,0,10.8,1.4,1.74,Graduate,High,High,Medium,Medium
3598,Single,16,4,9773,1,1,109.0,Portuguese,37,37,9,3,137.0,1,,0,1,Female,Scholarship,18,0,0,6,7,6,12.66666667,0,0,6,8,5,12.8,0,10.8,1.4,1.74,Graduate,High,Middle,Medium,Medium
3599,Single,43,1,9147,1,1,133.1,Portuguese,4,19,2,1,128.2,0,,0,1,Female,No Scholarship,23,0,7,11,18,11,15.09090909,1,2,6,7,6,14.5,0,9.4,-0.8,-3.12,Dropout,High,High,High,Medium
3600,Single,18,4,171,1,1,133.0,Portuguese,1,4,9,5,129.2,1,,1,0,Male,No Scholarship,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Dropout,High,High,Low,Low
3601,Single,17,3,9773,1,1,134.0,Portuguese,2,1,3,3,129.5,1,,0,1,Male,No Scholarship,18,0,0,6,7,6,13.16666667,0,0,6,7,6,12.66666667,0,16.2,0.3,-0.92,Graduate,High,High,Medium,Medium
3602,Single,1,4,9773,1,1,125.0,Portuguese,19,19,9,7,129.6,1,,0,1,Male,No Scholarship,18,0,0,6,6,6,12.83333333,0,0,6,8,6,12.83333333,0,12.4,0.5,1.79,Graduate,High,Middle,Medium,Medium
3603,Single,17,3,9119,1,1,135.0,Portuguese,1,19,141,193,121.7,1,,0,1,Male,No Scholarship,18,0,0,5,7,5,11.8,0,0,5,9,3,12.0,0,8.9,1.4,3.51,Enrolled,Middle,High,Medium,Medium
3604,Single,17,2,9773,1,1,132.0,Portuguese,19,1,9,9,141.8,1,,0,1,Male,No Scholarship,20,0,0,6,6,6,11.83333333,0,0,6,6,6,12.16666667,0,12.7,3.7,-1.7,Graduate,High,High,Medium,Medium
3605,Single,1,3,9773,1,1,135.0,Portuguese,3,1,2,4,129.8,1,,0,1,Male,No Scholarship,20,0,0,6,6,5,12.8,0,0,6,11,3,12.75,0,15.5,2.8,-4.06,Graduate,High,High,Medium,Medium
3606,Single,44,1,9070,1,39,100.0,Portuguese,1,1,4,4,106.0,0,,0,1,Male,No Scholarship,21,0,2,7,7,5,11.8,0,5,9,9,5,11.0,0,12.4,0.5,1.79,Dropout,Middle,Middle,Medium,Medium
3607,Single,43,1,171,1,1,144.0,Portuguese,19,19,9,4,121.6,0,,0,1,Male,No Scholarship,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Enrolled,Middle,High,Low,Low
3608,Single,17,1,9119,1,1,125.0,Portuguese,19,1,5,4,121.5,1,,0,1,Male,No Scholarship,20,0,0,5,7,5,15.8,0,0,5,7,5,14.57142857,0,11.1,0.6,2.02,Dropout,Middle,Middle,High,Medium
3609,Single,1,1,171,1,1,133.1,Portuguese,1,37,9,9,117.0,0,,1,1,Male,No Scholarship,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Enrolled,Middle,High,Low,Low
3610,Single,44,1,9119,1,39,130.0,Portuguese,38,19,9,5,130.0,1,,0,1,Male,No Scholarship,19,0,0,5,9,2,12.5,0,0,5,10,3,11.6,0,12.4,0.5,1.79,Enrolled,High,High,Medium,Medium
3611,Single,17,1,9670,1,1,117.0,Portuguese,1,1,4,4,117.7,1,,0,1,Male,No Scholarship,20,0,0,6,9,6,14.66666667,0,0,6,7,6,13.85714286,0,8.9,1.4,3.51,Graduate,Middle,Middle,Medium,Medium
3612,Single,44,1,9085,1,39,140.0,Portuguese,19,37,5,7,140.0,1,,0,1,Male,No Scholarship,19,0,2,6,10,4,12.5,0,1,6,16,2,12.0,0,12.4,0.5,1.79,Dropout,High,High,Medium,Medium
3613,Single,1,1,9119,1,1,132.0,Portuguese,1,12,3,3,133.1,1,,0,1,Male,No Scholarship,19,0,0,5,7,3,12.0,0,0,6,10,2,10.5,0,11.1,0.6,2.02,Dropout,High,High,Medium,Medium
3614,Single,15,1,9119,1,1,133.1,Brazilian,2,2,2,2,100.0,0,,1,1,Male,No Scholarship,24,1,2,8,8,7,13.14285714,0,1,6,8,6,11.83333333,0,8.9,1.4,3.51,Enrolled,Middle,High,Medium,Medium
3615,Single,17,1,9670,1,1,132.0,Portuguese,19,1,5,4,119.1,0,,1,1,Male,No Scholarship,18,0,0,6,6,3,12.66666667,0,0,6,11,4,11.14285714,0,10.8,1.4,1.74,Dropout,Middle,High,Medium,Medium
3616,Single,1,1,9119,1,1,148.0,Portuguese,19,19,9,8,129.8,0,,0,0,Male,Scholarship,18,0,0,5,6,5,15.0,0,0,5,6,5,14.2,0,8.9,1.4,3.51,Enrolled,High,High,Medium,Medium
3617,Single,1,1,9238,1,1,133.0,Portuguese,19,38,9,7,131.3,1,,1,1,Female,No Scholarship,18,0,0,6,7,5,13.6,0,0,6,7,5,11.8,0,8.9,1.4,3.51,Dropout,High,High,Medium,Medium
3618,Single,17,5,9773,1,1,143.0,Portuguese,1,1,7,7,136.7,1,,0,1,Female,No Scholarship,18,0,0,6,6,6,12.5,0,0,6,6,6,13.83333333,0,8.9,1.4,3.51,Graduate,High,High,Medium,Medium
3619,Single,17,1,9238,1,1,143.0,Portuguese,19,37,9,9,126.2,1,,0,1,Female,Scholarship,21,0,0,6,7,6,13.33333333,0,0,6,7,6,13.5,0,12.4,0.5,1.79,Graduate,High,High,Medium,Medium
3620,Single,15,1,9085,1,1,133.1,Brazilian,37,37,9,9,109.6,0,,0,1,Female,No Scholarship,18,1,0,6,13,4,12.25,0,0,6,15,5,11.0,0,11.1,0.6,2.02,Dropout,Middle,High,Medium,Medium
3621,Single,1,1,9500,1,1,141.0,Portuguese,1,19,3,3,131.9,1,,0,1,Female,Scholarship,18,0,0,7,7,7,15.10142857,0,0,8,8,8,16.09375,0,11.1,0.6,2.02,Graduate,High,High,High,High
3622,Single,1,2,9238,1,1,140.0,Portuguese,19,37,9,9,140.7,1,,0,1,Female,Scholarship,18,0,0,6,6,6,13.16666667,0,0,6,6,6,16.0,0,10.8,1.4,1.74,Graduate,High,High,Medium,High
3623,Single,18,6,8014,0,1,134.0,Portuguese,3,19,2,4,120.7,1,,0,1,Female,No Scholarship,23,0,0,6,8,4,11.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,Dropout,Middle,High,Medium,Low
3624,Single,1,2,9147,1,1,118.0,Portuguese,3,19,2,4,113.8,1,,0,1,Female,No Scholarship,21,0,0,5,9,3,11.66666667,0,0,5,9,4,11.75,0,8.9,1.4,3.51,Graduate,Middle,Middle,Medium,Medium
3625,Single,1,1,9238,1,1,135.0,Portuguese,19,38,7,5,121.0,0,,0,1,Female,No Scholarship,20,0,0,6,13,1,10.0,0,0,6,13,1,13.0,0,9.4,-0.8,-3.12,Enrolled,Middle,High,Low,Medium
3626,Single,17,1,8014,0,1,119.0,Portuguese,34,34,0,0,112.4,1,,0,1,Female,No Scholarship,26,0,4,7,15,7,11.57142857,0,2,6,14,2,11.0,0,7.6,2.6,0.32,Dropout,Middle,Middle,Medium,Medium
3627,Single,1,6,9773,1,1,145.0,Portuguese,1,19,4,4,131.0,1,,0,1,Female,Scholarship,18,0,0,6,6,6,12.16666667,0,0,6,10,5,11.2,0,7.6,2.6,0.32,Enrolled,High,High,Medium,Medium
3628,Single,1,1,171,1,1,143.0,Portuguese,3,37,9,9,142.7,1,,0,1,Female,No Scholarship,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,Dropout,High,High,Low,Low
3629,Single,1,1,9670,1,1,123.0,Portuguese,19,19,9,8,125.5,0,,0,0,Female,Scholarship,19,0,0,6,6,6,13.83333333,0,0,6,7,6,14.28571429,0,8.9,1.4,3.51,Graduate,High,Middle,Medium,Medium
3630,Single,1,3,9500,1,1,108.0,Portuguese,19,1,9,3,107.8,1,,0,1,Female,Scholarship,20,0,0,7,10,6,12.35714286,0,0,8,9,7,13.0,0,13.9,-0.3,0.79,Graduate,Middle,Middle,Medium,Medium
3631,Single,1,3,9773,1,1,117.0,Portuguese,38,19,7,7,110.4,1,,1,0,Female,No Scholarship,19,0,0,6,7,6,12.16666667,0,0,6,10,2,10.33333333,0,16.2,0.3,-0.92,Dropout,Middle,Middle,Medium,Medium
3632,Single,44,1,9238,1,39,140.0,Portuguese,37,19,191,102,136.1,1,,1,1,Female,No Scholarship,21,0,3,6,8,3,12.0,0,2,6,6,2,12.5,0,12.4,0.5,1.79,Enrolled,High,High,Medium,Medium
3633,Single,39,1,9254,1,1,170.0,Portuguese,37,37,4,6,138.3,0,,0,1,Female,No Scholarship,33,0,5,10,14,9,12.41666667,0,5,9,14,7,13.0,0,10.8,1.4,1.74,Graduate,High,High,Medium,Medium
3634,Single,1,2,9085,1,1,157.0,Portuguese,3,38,4,6,142.3,0,,0,1,Female,No Scholarship,18,0,0,5,7,4,12.75,0,0,5,6,4,12.75,0,7.6,2.6,0.32,Graduate,High,High,Medium,Medium
3635,Single,42,1,9500,1,6,141.0,Portuguese,37,1,9,4,145.0,0,,0,1,Female,No Scholarship,21,0,12,21,33,18,14.93333333,12,12,21,33,18,14.93333333,12,7.6,2.6,0.32,Graduate,High,High,Medium,Medium
3636,Single,1,1,9773,1,1,125.0,Portuguese,3,19,2,3,125.7,1,,0,1,Female,No Scholarship,19,0,0,6,6,6,13.0,0,0,6,7,6,11.66666667,0,8.9,1.4,3.51,Graduate,High,Middle,Medium,Medium
3637,Divorced,39,1,9853,1,19,133.1,Portuguese,38,19,9,9,108.0,0,,1,0,Female,No Scholarship,33,0,0,7,7,7,12.85714286,0,0,7,8,6,12.66666667,0,8.9,1.4,3.51,Enrolled,Middle,High,Medium,Medium
3638,Married,1,4,9500,1,1,143.0,Portuguese,38,38,5,5,128.7,1,,0,1,Female,No Scholarship,18,0,0,7,10,7,14.455,0,0,8,8,8,13.91,0,15.5,2.8,-4.06,Graduate,High,High,Medium,Medium
3639,Single,1,1,9670,1,1,142.0,Portuguese,1,19,4,4,128.0,0,,0,1,Female,Scholarship,18,0,0,6,8,6,14.0,0,0,6,7,6,13.28571429,0,11.1,0.6,2.02,Graduate,High,High,Medium,Medium
3640,Single,1,3,9773,1,1,150.0,Portuguese,19,38,4,4,146.5,1,,0,1,Female,Scholarship,20,0,0,6,6,6,13.5,0,0,6,7,6,12.66666667,0,11.1,0.6,2.02,Graduate,High,High,Medium,Medium
3641,Single,1,2,9254,1,1,112.0,Portuguese,37,37,6,6,106.1,1,,0,0,Female,No Scholarship,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,Dropout,Middle,Middle,Low,Low
